"Match","Date","League","Opponent","Result"
"2343245310","06 May 2016","4479","CDEC.Youth","Win"
"2343186672","06 May 2016","4479","CDEC.Youth","Win"
"2341251653","05 May 2016","4479","iG.Vitality","Win"
"2341179604","05 May 2016","4479","iG.Vitality","Win"
"2339708397","04 May 2016","4479","Newbee.Young","Win"
"2339614293","04 May 2016","4479","Newbee.Young","Win"
"2339530722","04 May 2016","4479","Unknown Radiant Team","Win"
"2339383715","04 May 2016","4479","Unknown Radiant Team","Win"
"2339112979","04 May 2016","4479","Invictus Gaming","Win"
"2339022583","04 May 2016","4479","Invictus Gaming","Win"
"2337677959","03 May 2016","4479","CDEC.Youth","Win"
"2337562631","03 May 2016","4479","CDEC.Youth","Win"
"2316878245","24 Apr 2016","4546","CDEC.Youth","Win"
"2316737771","24 Apr 2016","4546","CDEC.Youth","Win"
"2313867585","23 Apr 2016","4546","CDEC.Youth","Win"
"2313777896","23 Apr 2016","4546","CDEC.Youth","Win"
"2311461283","22 Apr 2016","4546","Invictus Gaming","Win"
"2311316934","22 Apr 2016","4546","Invictus Gaming","Loss"
"2309001218","21 Apr 2016","4546","iG.Vitality","Win"
"2308915427","21 Apr 2016","4546","iG.Vitality","Win"
"2307135612","20 Apr 2016","4546","Unknown Dire Team","Win"
"2307056916","20 Apr 2016","4546","Unknown Radiant Team","Win"
"2305468073","19 Apr 2016","4546","White Fries Gaming","Win"
"2305310807","19 Apr 2016","4546","White Fries Gaming","Win"
"2304810288","19 Apr 2016","4546","CDEC.Avengers","Win"
"2304759088","19 Apr 2016","4546","CDEC.Avengers","Win"
"2285797469","10 Apr 2016","4546","Unknown Dire Team","Win"
"2285688232","10 Apr 2016","4546","Unknown Radiant Team","Win"
"2285475690","10 Apr 2016","4546","Newbee.Young","Win"
"2285344796","10 Apr 2016","4546","Newbee.Young","Loss"
"2285199737","10 Apr 2016","4546","Newbee.Young","Win"
"2282710823","09 Apr 2016","4546","Invictus Gaming","Win"
"2282547031","09 Apr 2016","4546","Invictus Gaming","Win"
"2280654818","08 Apr 2016","4546","Unknown Radiant Team","Loss"
"2280577646","08 Apr 2016","4546","Unknown Dire Team","Win"
"2280396619","08 Apr 2016","4546","Unknown Radiant Team","Loss"
"2280266168","08 Apr 2016","4405","the wings gaming","Loss"
"2278290649","07 Apr 2016","4546","CDEC.Avengers","Win"
"2278225671","07 Apr 2016","4546","CDEC.Avengers","Win"
"2277773133","07 Apr 2016","4546","Unknown Radiant Team","Win"
"2277705842","07 Apr 2016","4546","Unknown Dire Team","Win"
"2276211103","06 Apr 2016","4546","Unknown Dire Team","Win"
"2276142931","06 Apr 2016","4546","Unknown Radiant Team","Win"
"2275929169","06 Apr 2016","4546","Energy Pacemaker gaming","Win"
"2275851257","06 Apr 2016","4546","Energy Pacemaker gaming","Win"
"2274095412","05 Apr 2016","4461","EHOME","Win"
"2273992647","05 Apr 2016","4461","EHOME","Win"
"2273917666","05 Apr 2016","4461","EHOME","Win"
"2270057131","03 Apr 2016","4461","LGD-GAMING","Win"
"2269916277","03 Apr 2016","4461","LGD-GAMING","Win"
"2269762448","03 Apr 2016","4461","LGD-GAMING","Loss"
"2266917608","02 Apr 2016","4405","the wings gaming","Win"
"2266746787","02 Apr 2016","4405","the wings gaming","Loss"
"2263894968","01 Apr 2016","4546","Unknown Radiant Team","Loss"
"2263839941","01 Apr 2016","4546","Unknown Dire Team","Loss"
"2263718444","01 Apr 2016","4546","Unknown Radiant Team","Win"
"2262146627","31 Mar 2016","4461","Vici_Gaming Reborn","Win"
"2261999920","31 Mar 2016","4461","Vici_Gaming Reborn","Win"
"2261910568","31 Mar 2016","4461","Vici_Gaming Reborn","Loss"
"2260061145","30 Mar 2016","4546","Vici_Gaming Reborn","Loss"
"2259970400","30 Mar 2016","4546","Vici_Gaming Reborn","Loss"
"2259761916","30 Mar 2016","4546","We.are.young","Loss"
"2259641884","30 Mar 2016","4546","We.are.young","Loss"
"2259448422","30 Mar 2016","4546","Unknown Dire Team","Win"
"2259385794","30 Mar 2016","4546","Unknown Radiant Team","Win"
